# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 relative abundance in experiment E-PROT-100
# Selected columns: 2 (all)
# Timestamp: Fri, 20-Dec-2024 11:49:19
Gene ID	Gene Name	normal tissue adjacent to tumor	tumor
ENSG00000124571	XPO5		1189.0
ENSG00000124575	H1-3	49336.0	138407.0
ENSG00000124588	NQO2	400001.0	33205.0
ENSG00000124596	OARD1	10764.0	21899.0
ENSG00000124608	AARS2		90.0
ENSG00000124614	RPS10	78317.0	183643.0
ENSG00000124659	TBCC		14174.0
ENSG00000124713	GNMT	476309.0	31629.0
ENSG00000124767	GLO1	1690191.0	971623.0
ENSG00000124783	SSR1		11753.0
ENSG00000124795	DEK	17415.0	124950.0
ENSG00000124802	EEF1E1	27084.0	71266.0
ENSG00000124831	LRRFIP1	18896.0	6007.0
ENSG00000124942	AHNAK	44131.0	53254.0
ENSG00000125107	CNOT1		168.0
ENSG00000125144	MT1G	50442.0	
ENSG00000125166	GOT2	97336.0	72566.0
ENSG00000125246	CLYBL	24711.0	16188.0
ENSG00000125304	TM9SF2		14768.0
ENSG00000125354	SEPTIN6	3533.0	11371.0
ENSG00000125458	NT5C	5767.0	25152.0
ENSG00000125633	CCDC93	524.0	770.0
ENSG00000125651	GTF2F1		6024.0
ENSG00000125656	CLPP	1688.0	11463.0
ENSG00000125676	THOC2		329.0
ENSG00000125691	RPL23	169037.0	328106.0
ENSG00000125730	C3	989825.0	1928322.0
ENSG00000125733	TRIP10		6778.0
ENSG00000125743	SNRPD2	297051.0	776071.0
ENSG00000125746	EML2	26044.0	34027.0
ENSG00000125753	VASP	18339.0	101576.0
ENSG00000125755	SYMPK		3343.0
ENSG00000125775	SDCBP2		6380.0
ENSG00000125780	TGM3		1068.0
ENSG00000125818	PSMF1	20178.0	36844.0
ENSG00000125844	RRBP1	226902.0	102703.0
ENSG00000125868	DSTN	480492.0	738337.0
ENSG00000125870	SNRPB2		15643.0
ENSG00000125877	ITPA	22290.0	53212.0
ENSG00000125901	MRPS26		620.0
ENSG00000125912	NCLN		2775.0
ENSG00000125970	RALY		88902.0
ENSG00000125977	EIF2S2	36276.0	104554.0
ENSG00000126067	PSMB2	171651.0	215591.0
ENSG00000126088	UROD	31154.0	12565.0
ENSG00000126107	HECTD3		1581.0
ENSG00000126218	F10	10677.0	28850.0
ENSG00000126247	CAPNS1	47566.0	134370.0
ENSG00000126254	RBM42		5871.0
ENSG00000126261	UBA2	1404.0	23657.0
ENSG00000126267	COX6B1	85981.0	160549.0
ENSG00000126432	PRDX5	3335328.0	5516642.0
ENSG00000126457	PRMT1	7995.0	50583.0
ENSG00000126458	RRAS		10508.0
ENSG00000126522	ASL	2520959.0	374969.0
ENSG00000126524	SBDS	70482.0	121103.0
ENSG00000126602	TRAP1	1007.0	32426.0
ENSG00000126749	EMG1		12894.0
ENSG00000126759	CFP	3059.0	10098.0
ENSG00000126777	KTN1	3637.0	7849.0
ENSG00000126790	L3HYPDH	19133.0	
ENSG00000126883	NUP214		276.0
ENSG00000126934	MAP2K2	2468.0	5721.0
ENSG00000126945	HNRNPH2	6489.0	15616.0
ENSG00000126953	TIMM8A	168092.0	189309.0
ENSG00000127125	PPCS	94135.0	38422.0
ENSG00000127314	RAP1B	170196.0	191188.0
ENSG00000127324	TSPAN8		64172.0
ENSG00000127445	PIN1	25411.0	15547.0
ENSG00000127463	EMC1	12496.0	
ENSG00000127481	UBR4		1105.0
ENSG00000127483	HP1BP3	20926.0	45861.0
ENSG00000127527	EPS15L1	519.0	1230.0
ENSG00000127603	MACF1	212.0	813.0
ENSG00000127824	TUBA4A	70209.0	139737.0
ENSG00000127831	VIL1	7391.0	235595.0
ENSG00000127884	ECHS1	651402.0	180331.0
ENSG00000127947	PTPN12		749.0
ENSG00000127948	POR	3515.0	4207.0
ENSG00000128050	PAICS	218409.0	109704.0
ENSG00000128059	PPAT	16156.0	25910.0
ENSG00000128228	SDF2L1		8511.0
ENSG00000128245	YWHAH	269906.0	353233.0
ENSG00000128309	MPST	3108935.0	412047.0
ENSG00000128311	TST	287684.0	181723.0
ENSG00000128335	APOL2	20748.0	1683.0
ENSG00000128340	RAC2	35173.0	138545.0
ENSG00000128534	LSM8	68510.0	95158.0
ENSG00000128595	CALU	12550.0	23243.0
ENSG00000128609	NDUFA5	14482.0	155615.0
ENSG00000128641	MYO1B	11700.0	3959.0
ENSG00000128789	PSMG2		677.0
ENSG00000128833	MYO5C	1918.0	
ENSG00000128928	IVD	67344.0	25934.0
ENSG00000128951	DUT		15962.0
ENSG00000129003	VPS13C		1204.0
ENSG00000129083	COPB1	9010.0	10795.0
ENSG00000129084	PSMA1	421040.0	392978.0
ENSG00000129103	SUMF2	17366.0	13661.0
ENSG00000129116	PALLD	2298.0	18575.0
ENSG00000129151	BBOX1	136026.0	137.0
ENSG00000129187	DCTD	25461.0	15819.0
ENSG00000129235	TXNDC17	1170514.0	493432.0
ENSG00000129347	KRI1		2080.0
ENSG00000129351	ILF3	22418.0	165855.0
ENSG00000129353	SLC44A2		2178.0
ENSG00000129354	AP1M2		9238.0
ENSG00000129451	KLK10	2346573.0	3624.0
ENSG00000129515	SNX6	23607.0	33086.0
ENSG00000129538	RNASE1		60026.0
ENSG00000129562	DAD1		144347.0
ENSG00000129625	REEP5	11331.0	
ENSG00000129932	DOHH	2546.0	35478.0
ENSG00000129988	LBP		63430.0
ENSG00000130005	GAMT	279840.0	42210.0
ENSG00000130021	PUDP	4244.0	
ENSG00000130175	PRKCSH	293012.0	281238.0
ENSG00000130176	CNN1		12999.0
ENSG00000130193	THEM6		4154.0
ENSG00000130203	APOE	223214.0	722034.0
ENSG00000130204	TOMM40		5683.0
ENSG00000130208	APOC1	40735.0	170456.0
ENSG00000130227	XPO7		176.0
ENSG00000130255	RPL36	158083.0	269043.0
ENSG00000130309	COLGALT1		3745.0
ENSG00000130313	PGLS	451396.0	324276.0
ENSG00000130340	SNX9		1036.0
ENSG00000130396	AFDN	2754.0	4485.0
ENSG00000130414	NDUFA10		5814.0
ENSG00000130429	ARPC1B	13387.0	45951.0
ENSG00000130479	MAP1S		12301.0
ENSG00000130517	PGPEP1	18545.0	
ENSG00000130520	LSM4	3069.0	38189.0
ENSG00000130589	HELZ2	1230.0	1418.0
ENSG00000130635	COL5A1		2479.0
ENSG00000130638	ATXN10		1547.0
ENSG00000130649	CYP2E1	27097.0	5109.0
ENSG00000130702	LAMA5	823.0	428.0
ENSG00000130703	OSBPL2		1226.0
ENSG00000130706	ADRM1	95827.0	78127.0
ENSG00000130707	ASS1	2303062.0	566884.0
ENSG00000130713	EXOSC2		2315.0
ENSG00000130724	CHMP2A	80732.0	40200.0
ENSG00000130725	UBE2M	41113.0	152325.0
ENSG00000130726	TRIM28	2355.0	36094.0
ENSG00000130731	METTL26	12100.0	5878.0
ENSG00000130741	EIF2S3	139147.0	157657.0
ENSG00000130749	ZC3H4	1301.0	8719.0
ENSG00000130755	GMFG	72072.0	98104.0
ENSG00000130762	ARHGEF16		3359.0
ENSG00000130764	LRRC47	73509.0	46985.0
ENSG00000130768	SMPDL3B		4950.0
ENSG00000130779	CLIP1	2817.0	1235.0
ENSG00000130811	EIF3G	27386.0	34052.0
ENSG00000130813	SHFL	27226.0	
ENSG00000130816	DNMT1		2995.0
ENSG00000130826	DKC1	3818.0	26600.0
ENSG00000130830	MPP1	6968.0	7502.0
ENSG00000130957	FBP2	9894.0	
ENSG00000130985	UBA1	380824.0	377394.0
ENSG00000130988	RGN	2261787.0	137459.0
ENSG00000131013	PPIL4		1984.0
ENSG00000131016	AKAP12	1396.0	
ENSG00000131051	RBM39	7005.0	49818.0
ENSG00000131069	ACSS2	136709.0	58044.0
ENSG00000131100	ATP6V1E1	74700.0	23569.0
ENSG00000131143	COX4I1	30282.0	136311.0
ENSG00000131165	CHMP1A	4641.0	17947.0
ENSG00000131171	SH3BGRL	388532.0	809484.0
ENSG00000131187	F12	5183.0	18829.0
ENSG00000131236	CAP1	263716.0	452157.0
ENSG00000131238	PPT1	28780.0	36481.0
ENSG00000131368	MRPS25		4611.0
ENSG00000131373	HACL1	27046.0	
ENSG00000131374	TBC1D5	2712.0	195.0
ENSG00000131375	CAPN7		96.0
ENSG00000131467	PSME3	5726.0	16408.0
ENSG00000131469	RPL27	392893.0	348289.0
ENSG00000131473	ACLY	12369.0	43656.0
ENSG00000131475	VPS25	3295.0	13863.0
ENSG00000131504	DIAPH1	14031.0	6952.0
ENSG00000131508	UBE2D2	7419.0	
ENSG00000131558	EXOC4		526.0
ENSG00000131725	WDR44	1073.0	486.0
ENSG00000131771	PPP1R1B		717.0
ENSG00000131778	CHD1L		674.0
ENSG00000131781	FMO5	61612.0	
ENSG00000131791	PRKAB2	30824.0	
ENSG00000131828	PDHA1	9027.0	116268.0
ENSG00000131876	SNRPA1	3125.0	42642.0
ENSG00000131941	RHPN2		1115.0
ENSG00000131981	LGALS3	32848.0	526919.0
ENSG00000132002	DNAJB1	17962.0	33255.0
ENSG00000132109	TRIM21		2995.0
ENSG00000132182	NUP210		242.0
ENSG00000132199	ENOSF1	13675.0	
ENSG00000132300	PTCD3		1394.0
ENSG00000132305	IMMT	195.0	11882.0
ENSG00000132323	ILKAP		1290.0
ENSG00000132330	SCLY	44283.0	7298.0
ENSG00000132334	PTPRE		582.0
ENSG00000132341	RAN	784084.0	1557326.0
ENSG00000132356	PRKAA1	37792.0	6416.0
ENSG00000132361	CLUH	3973.0	1420.0
ENSG00000132382	MYBBP1A		2552.0
ENSG00000132383	RPA1	24221.0	19481.0
ENSG00000132434	LANCL2	3104.0	2905.0
ENSG00000132437	DDC	25114.0	4687.0
ENSG00000132463	GRSF1		689.0
ENSG00000132465	JCHAIN	238166.0	442294.0
ENSG00000132470	ITGB4		1716.0
ENSG00000132485	ZRANB2		1798.0
ENSG00000132541	RIDA	2.4040052E7	2044073.0
ENSG00000132561	MATN2		428.0
ENSG00000132589	FLOT2	459.0	5370.0
ENSG00000132646	PCNA	19625.0	142335.0
ENSG00000132688	NES		690.0
ENSG00000132698	RAB25		93189.0
ENSG00000132703	APCS	1860888.0	1746280.0
ENSG00000132716	DCAF8	811.0	823.0
ENSG00000132744	ACY3	86933.0	4991.0
ENSG00000132780	NASP	4171.0	22843.0
ENSG00000132792	CTNNBL1	3851.0	5608.0
ENSG00000132837	DMGDH	17863.0	159.0
ENSG00000132840	BHMT2	444253.0	35995.0
ENSG00000132842	AP3B1	1193.0	4293.0
ENSG00000132912	DCTN4	5017.0	6650.0
ENSG00000132953	XPO4		3314.0
ENSG00000133026	MYH10	12808.0	5872.0
ENSG00000133112	TPT1	384561.0	637829.0
ENSG00000133114	GPALPP1		1916.0
ENSG00000133216	EPHB2		404.0
ENSG00000133265	HSPBP1	5253.0	5664.0
ENSG00000133313	CNDP2	1691822.0	682981.0
ENSG00000133315	MACROD1	35220.0	27738.0
ENSG00000133488	SEC14L4	17041.0	
ENSG00000133574	GIMAP4	3774.0	1515.0
ENSG00000133706	LARS1	1951.0	31937.0
ENSG00000133731	IMPA1	48277.0	30671.0
ENSG00000133742	CA1	381712.0	295566.0
ENSG00000133789	SWAP70	887.0	1599.0
ENSG00000133818	RRAS2	9501.0	14322.0
ENSG00000133835	HSD17B4	130759.0	73437.0
ENSG00000133943	DGLUCY		1453.0
ENSG00000133961	NUMB	5631.0	3154.0
ENSG00000134001	EIF2S1	130841.0	156056.0
ENSG00000134046	MBD2		4070.0
ENSG00000134072	CAMK1	3309.0	
ENSG00000134077	THUMPD3		700.0
ENSG00000134153	EMC7		6353.0
ENSG00000134184	GSTM1	263028.0	11956.0
ENSG00000134202	GSTM3	25617.0	48461.0
ENSG00000134240	HMGCS2	947075.0	278799.0
ENSG00000134248	LAMTOR5	29410.0	34568.0
ENSG00000134265	NAPG		1866.0
ENSG00000134308	YWHAQ	221535.0	433137.0
ENSG00000134318	ROCK2	91.0	8187.0
ENSG00000134330	IAH1	21451.0	13802.0
ENSG00000134389	CFHR5	4479.0	
ENSG00000134419	RPS15A	354167.0	634640.0
ENSG00000134440	NARS1	75391.0	172950.0
ENSG00000134463	ECHDC3	20748.0	5764.0
ENSG00000134684	YARS1	34682.0	14350.0
ENSG00000134709	HOOK1	368.0	2119.0
ENSG00000134717	BTF3L4	5673.0	5531.0
ENSG00000134755	DSC2		5084.0
ENSG00000134760	DSG1	3739.0	7528.0
ENSG00000134765	DSC1	6760.0	3549.0
ENSG00000134864	GGACT	81170.0	10851.0
ENSG00000134871	COL4A2		1859.0
ENSG00000134900	TPP2	23822.0	42540.0
ENSG00000134905	CARS2		32637.0
ENSG00000134910	STT3A		14941.0
ENSG00000134996	OSTF1	36973.0	33760.0
ENSG00000135018	UBQLN1	13886.0	31835.0
ENSG00000135046	ANXA1	281325.0	1008330.0
ENSG00000135052	GOLM1	17039.0	2839.0
ENSG00000135069	PSAT1	914157.0	48153.0
ENSG00000135094	SDS	14856.0	
ENSG00000135269	TES		54935.0
ENSG00000135316	SYNCRIP	116090.0	467907.0
ENSG00000135372	NAT10		2734.0
ENSG00000135387	CAPRIN1	7367.0	53661.0
ENSG00000135404	CD63		11629.0
ENSG00000135441	BLOC1S1		8562.0
ENSG00000135506	OS9	4739.0	
ENSG00000135525	MAP7	6249.0	3390.0
ENSG00000135596	MICAL1		1371.0
ENSG00000135597	REPS1		4008.0
ENSG00000135624	CCT7	92289.0	193140.0
ENSG00000135632	SMYD5	3858.0	3832.0
ENSG00000135655	USP15	3708.0	2050.0
ENSG00000135677	GNS		3817.0
ENSG00000135720	DYNC1LI2	17604.0	19013.0
ENSG00000135722	FBXL8		4400.0
ENSG00000135744	AGT	35745.0	189129.0
ENSG00000135766	EGLN1	460.0	
ENSG00000135778	NTPCR	12542.0	26409.0
ENSG00000135821	GLUL	710298.0	68463.0
ENSG00000135829	DHX9	8970.0	53890.0
ENSG00000135842	NIBAN1		7131.0
ENSG00000135862	LAMC1		3494.0
ENSG00000135900	MRPL44		5146.0
ENSG00000135929	CYP27A1	8714.0	
ENSG00000135940	COX5B	151110.0	387675.0
ENSG00000135972	MRPS9	19138.0	42662.0
ENSG00000136026	CKAP4	1152.0	8145.0
ENSG00000136068	FLNB	196713.0	249771.0
ENSG00000136100	VPS36	4213.0	8537.0
ENSG00000136111	TBC1D4		9805.0
ENSG00000136143	SUCLA2	5034.0	131748.0
ENSG00000136152	COG3		1685.0
ENSG00000136153	LMO7	4829.0	8156.0
ENSG00000136167	LCP1	440987.0	1076583.0
ENSG00000136193	SCRN1	1933.0	4036.0
ENSG00000136205	TNS3	1105.0	7602.0
ENSG00000136231	IGF2BP3		15870.0
ENSG00000136235	GPNMB	1723.0	9424.0
ENSG00000136261	BZW2	510.0	31009.0
ENSG00000136279	DBNL	126781.0	66335.0
ENSG00000136371	MTHFS	296919.0	23954.0
ENSG00000136448	NMT1	20304.0	3469.0
ENSG00000136450	SRSF1	295734.0	522420.0
ENSG00000136463	TACO1	1508.0	2790.0
ENSG00000136518	ACTL6A		31468.0
ENSG00000136527	TRA2B		31375.0
ENSG00000136628	EPRS1	50847.0	87127.0
ENSG00000136717	BIN1	13028.0	7991.0
ENSG00000136731	UGGT1	3600.0	20481.0
ENSG00000136754	ABI1	10684.0	7828.0
ENSG00000136783	NIPSNAP3A	31721.0	31752.0
ENSG00000136807	CDK9		69.0
ENSG00000136810	TXN	1905723.0	3205033.0
ENSG00000136813	ECPAS	918.0	1777.0
ENSG00000136824	SMC2		718.0
ENSG00000136830	NIBAN2		18589.0
ENSG00000136842	TMOD1	3884.0	
ENSG00000136854	STXBP1		2026.0
ENSG00000136872	ALDOB	1.3336381E7	1498614.0
ENSG00000136875	PRPF4		4550.0
ENSG00000136930	PSMB7	380067.0	70391.0
ENSG00000136933	RABEPK	3486.0	1523.0
ENSG00000136937	NCBP1		6781.0
ENSG00000136938	ANP32B		20334.0
ENSG00000136942	RPL35	42282.0	74561.0
ENSG00000136950	ARPC5L	1267.0	21363.0
ENSG00000137055	PLAA	798.0	4658.0
ENSG00000137076	TLN1	75825.0	123491.0
ENSG00000137100	DCTN3	7467.0	29858.0
ENSG00000137106	GRHPR	1284476.0	241985.0
ENSG00000137124	ALDH1B1	25058.0	70212.0
ENSG00000137133	HINT2	32226.0	36375.0
ENSG00000137154	RPS6	708454.0	1061506.0
ENSG00000137161	CNPY3		6909.0
ENSG00000137168	PPIL1	28783.0	53330.0
ENSG00000137171	KLC4	788.0	17625.0
ENSG00000137198	GMPR	5937.0	
ENSG00000137285	TUBB2B	888391.0	798338.0
ENSG00000137309	HMGA1	98027.0	60285.0
ENSG00000137364	TPMT	165585.0	84706.0
ENSG00000137486	ARRB1	9085.0	6146.0
ENSG00000137497	NUMA1		3030.0
ENSG00000137509	PRCP	1181.0	
ENSG00000137561	TTPA	16162.0	
ENSG00000137563	GGH	15057.0	64651.0
ENSG00000137575	SDCBP		51649.0
ENSG00000137693	YAP1	48633.0	10252.0
ENSG00000137710	RDX	218115.0	95640.0
ENSG00000137714	FDX1	16133.0	
ENSG00000137752	CASP1	6060.0	17991.0
ENSG00000137767	SQOR		39708.0
ENSG00000137776	SLTM		352.0
ENSG00000137807	KIF23		895.0
ENSG00000137815	RTF1	543.0	4514.0
ENSG00000137818	RPLP1	99404.0	473050.0
ENSG00000137824	RMDN3	701.0	12381.0
ENSG00000137845	ADAM10		964.0
ENSG00000137880	GCHFR	283514.0	553601.0
ENSG00000137955	RABGGTB	45567.0	21653.0
ENSG00000137960	GIPC2	18289.0	
ENSG00000137992	DBT	7048.0	
ENSG00000137996	RTCA		1369.0
ENSG00000138029	HADHB	76390.0	106792.0
ENSG00000138030	KHK	773669.0	63500.0
ENSG00000138032	PPM1B	17696.0	7641.0
ENSG00000138035	PNPT1		5476.0
ENSG00000138069	RAB1A	6421.0	19397.0
ENSG00000138071	ACTR2	234300.0	621727.0
ENSG00000138095	LRPPRC		22002.0
ENSG00000138107	ACTR1A	20087.0	27631.0
ENSG00000138109	CYP2C9	15690.0	
ENSG00000138115	CYP2C8	29744.0	903.0
ENSG00000138119	MYOF		4167.0
ENSG00000138160	KIF11	12110.0	12252.0
ENSG00000138175	ARL3	48372.0	25803.0
ENSG00000138207	RBP4	196923.0	198778.0
ENSG00000138279	ANXA7	173618.0	119072.0
ENSG00000138326	RPS24	102562.0	207933.0
ENSG00000138356	AOX1	589679.0	68982.0
ENSG00000138363	ATIC	157121.0	333769.0
ENSG00000138385	SSB	57873.0	107003.0
ENSG00000138413	IDH1	3893492.0	1145762.0
ENSG00000138430	OLA1	45981.0	74682.0
ENSG00000138442	WDR12		1968.0
ENSG00000138496	PARP9		1345.0
ENSG00000138594	TMOD3	45971.0	69355.0
ENSG00000138658	ZGRF1	3042.0	3484.0
ENSG00000138663	COPS4	14129.0	20153.0
ENSG00000138668	HNRNPD	793734.0	1282318.0
ENSG00000138674	SEC31A	44958.0	7311.0
ENSG00000138698	RAP1GDS1	9947.0	8321.0
ENSG00000138750	NUP54		2336.0
ENSG00000138757	G3BP2	6707.0	5898.0
ENSG00000138758	SEPTIN11	68172.0	97041.0
ENSG00000138760	SCARB2	1529.0	7661.0
ENSG00000138768	USO1	22693.0	13012.0
ENSG00000138772	ANXA3	34616.0	730848.0
ENSG00000138777	PPA2	20925.0	96463.0
ENSG00000138794	CASP6	2322.0	17204.0
ENSG00000138796	HADH	52646.0	85402.0
ENSG00000138801	PAPSS1	1239.0	5755.0
ENSG00000138814	PPP3CA		13970.0
ENSG00000138823	MTTP	58947.0	6096.0
ENSG00000139180	NDUFA9		3128.0
ENSG00000139329	LUM	273548.0	938813.0
ENSG00000139343	SNRPF	148520.0	219597.0
ENSG00000139344	AMDHD1	333681.0	10015.0
ENSG00000139410	SDSL	179421.0	6952.0
ENSG00000139428	MMAB	16172.0	8535.0
ENSG00000139531	SUOX	15922.0	
ENSG00000139547	RDH16	65859.0	
ENSG00000139613	SMARCC2		3241.0
ENSG00000139637	MYG1	18388.0	48294.0
ENSG00000139641	ESYT1	1302.0	5818.0
ENSG00000139684	ESD	682174.0	274281.0
ENSG00000139687	RB1		1304.0
ENSG00000139726	DENR	44954.0	57914.0
ENSG00000139793	MBNL2		348.0
ENSG00000139842	CUL4A		6778.0
ENSG00000139921	TMX1		22084.0
ENSG00000140043	PTGR2	58648.0	17080.0
ENSG00000140092	FBLN5		5694.0
ENSG00000140105	WARS1	58441.0	162390.0
ENSG00000140263	SORD	1427935.0	259532.0
ENSG00000140284	SLC27A2	5855.0	3908.0
ENSG00000140319	SRP14	201618.0	311498.0
ENSG00000140350	ANP32A	48718.0	102751.0
ENSG00000140374	ETFA	183900.0	137312.0
ENSG00000140395	WDR61		13368.0
ENSG00000140416	TPM1	39032.0	123344.0
ENSG00000140464	PML		1285.0
ENSG00000140505	CYP1A2	13622.0	
ENSG00000140553	UNC45A		1848.0
ENSG00000140575	IQGAP1	12123.0	226303.0
ENSG00000140598	EFL1		763.0
ENSG00000140650	PMM2	47867.0	55619.0
ENSG00000140718	FTO	1502.0	
ENSG00000140740	UQCRC2	4232.0	147728.0
ENSG00000140939	NOL3	15398.0	7223.0
ENSG00000140983	RHOT2		2969.0
ENSG00000140988	RPS2	88269.0	308549.0
ENSG00000140990	NDUFB10		34827.0
ENSG00000141030	COPS3	11176.0	7977.0
ENSG00000141127	PRPSAP2	16049.0	8039.0
ENSG00000141179	PCTP	77492.0	
ENSG00000141279	NPEPPS	29551.0	93486.0
ENSG00000141295	SCRN2	87005.0	23780.0
ENSG00000141367	CLTC	6250.0	59664.0
ENSG00000141378	PTRH2	1409.0	8210.0
ENSG00000141385	AFG3L2		4910.0
ENSG00000141401	IMPA2	1738.0	
ENSG00000141425	RPRD1A		420.0
ENSG00000141456	PELP1		296.0
ENSG00000141504	SAT2	235219.0	
ENSG00000141505	ASGR1	33772.0	
ENSG00000141510	TP53		4033.0
ENSG00000141522	ARHGDIA	2366370.0	2042811.0
ENSG00000141543	EIF4A3	7739.0	54402.0
ENSG00000141560	FN3KRP	7354.0	17141.0
ENSG00000141698	NT5C3B	1347.0	514.0
ENSG00000141741	MIEN1	20699.0	5871.0
ENSG00000141756	FKBP10		3430.0
ENSG00000141959	PFKL	79935.0	134365.0
ENSG00000141985	SH3GL1	3496.0	35282.0
ENSG00000142002	DPP9	4906.0	1820.0
ENSG00000142039	CCDC97		4343.0
ENSG00000142089	IFITM3		163777.0
ENSG00000142156	COL6A1		4095.0
ENSG00000142168	SOD1	9739057.0	1303549.0
ENSG00000142192	APP		12605.0
ENSG00000142230	SAE1		17197.0
ENSG00000142507	PSMB6	957951.0	240863.0
ENSG00000142534	RPS11	119635.0	220950.0
ENSG00000142541	RPL13A	144967.0	217834.0
ENSG00000142552	RCN3		3720.0
ENSG00000142621	FHAD1	1233.0	14411.0
ENSG00000142634	EFHD2	82046.0	254951.0
ENSG00000142657	PGD	345024.0	277634.0
ENSG00000142669	SH3BGRL3	628361.0	1835838.0
ENSG00000142676	RPL11	401325.0	676245.0
ENSG00000142798	HSPG2	1869.0	10809.0
ENSG00000142864	SERBP1	46496.0	53269.0
ENSG00000142937	RPS8	382747.0	605255.0
ENSG00000142949	PTPRF	21984.0	451.0
ENSG00000143106	PSMA5	762254.0	586609.0
ENSG00000143149	ALDH9A1	1395514.0	434293.0
ENSG00000143153	ATP1B1	15356.0	397072.0
ENSG00000143155	TIPRL	21406.0	17317.0
ENSG00000143167	GPA33		3576.0
ENSG00000143222	UFC1	36563.0	43565.0
ENSG00000143256	PFDN2	39191.0	95894.0
ENSG00000143321	HDGF	522872.0	304072.0
ENSG00000143337	TOR1AIP1		1354.0
ENSG00000143341	HMCN1	873.0	141.0
ENSG00000143363	PRUNE1		1813.0
ENSG00000143368	SF3B4		9083.0
ENSG00000143369	ECM1	872.0	12568.0
ENSG00000143375	CGN	3216.0	937.0
ENSG00000143376	SNX27	4944.0	3862.0
ENSG00000143401	ANP32E		17142.0
ENSG00000143416	SELENBP1	3718860.0	1048972.0
ENSG00000143420	ENSA	41875.0	18574.0
ENSG00000143545	RAB13	9933.0	
ENSG00000143546	S100A8	2447806.0	3290456.0
ENSG00000143549	TPM3	265260.0	579566.0
ENSG00000143553	SNAPIN		6222.0
ENSG00000143569	UBAP2L	1006.0	9956.0
ENSG00000143621	ILF2	14222.0	81031.0
ENSG00000143641	GALNT2		1298.0
ENSG00000143653	SCCPDH	10026.0	23781.0
ENSG00000143727	ACP1	203163.0	313859.0
ENSG00000143742	SRP9	142035.0	287953.0
ENSG00000143774	GUK1	5321.0	40085.0
ENSG00000143799	PARP1	20368.0	76090.0
ENSG00000143811	PYCR2		8470.0
ENSG00000143815	LBR		7186.0
ENSG00000143819	EPHX1	259194.0	61735.0
ENSG00000143850	PLEKHA6	263.0	875.0
ENSG00000143862	ARL8A	15091.0	88583.0
ENSG00000143870	PDIA6	194071.0	259557.0
ENSG00000143889	HNRNPLL	2380.0	6033.0
ENSG00000143891	GALM	857314.0	139825.0
ENSG00000143924	EML4	80907.0	69709.0
ENSG00000143977	SNRPG		32902.0
ENSG00000144021	CIAO1	14418.0	9981.0
ENSG00000144028	SNRNP200		14369.0
ENSG00000144224	UBXN4		3682.0
ENSG00000144320	LNPK	184401.0	
ENSG00000144381	HSPD1	444726.0	1120366.0
ENSG00000144566	RAB5A	20672.0	26257.0
ENSG00000144591	GMPPA	80866.0	4983.0
ENSG00000144635	DYNC1LI1	1179.0	14015.0
ENSG00000144713	RPL32	41458.0	128670.0
ENSG00000144744	UBA3	3075.0	24033.0
ENSG00000144746	ARL6IP5		30955.0
ENSG00000144827	ABHD10		6272.0
ENSG00000144840	RABL3	2562.0	7807.0
ENSG00000144848	ATG3	21205.0	
ENSG00000144867	SRPRB	6854.0	18090.0
ENSG00000144895	EIF2A	5043.0	19940.0
ENSG00000144908	ALDH1L1	1264974.0	127744.0
ENSG00000144959	NCEH1		6956.0
ENSG00000145012	LPP	17939.0	17211.0
ENSG00000145020	AMT	6861.0	
ENSG00000145050	MANF	38105.0	98353.0
ENSG00000145191	EIF2B5	5625.0	5399.0
ENSG00000145192	AHSG	117527.0	426208.0
ENSG00000145220	LYAR		781.0
ENSG00000145247	OCIAD2		27411.0
ENSG00000145293	ENOPH1	25172.0	19434.0
ENSG00000145321	GC	303958.0	1626316.0
ENSG00000145335	SNCA	13540.0	
ENSG00000145391	SETD7	19558.0	10105.0
ENSG00000145425	RPS3A	179700.0	412033.0
ENSG00000145439	CBR4	9924.0	
ENSG00000145494	NDUFS6	6245.0	3262.0
ENSG00000145675	PIK3R1		2771.0
ENSG00000145692	BHMT	5486869.0	283184.0
ENSG00000145703	IQGAP2	192413.0	31880.0
ENSG00000145741	BTF3	1890.0	75557.0
ENSG00000145779	TNFAIP8	367.0	
ENSG00000145833	DDX46	685.0	13651.0
ENSG00000145907	G3BP1	10314.0	21731.0
ENSG00000145912	NHP2		5839.0
ENSG00000146066	HIGD2A		17870.0
ENSG00000146085	MMUT	42452.0	8703.0
ENSG00000146281	PM20D2		3680.0
ENSG00000146376	ARHGAP18		4290.0
ENSG00000146425	DYNLT1		26415.0
ENSG00000146476	ARMT1		7908.0
ENSG00000146540	C7orf50		20860.0
ENSG00000146648	EGFR		903.0
ENSG00000146674	IGFBP3	2887.0	
ENSG00000146676	PURB	25556.0	51567.0
ENSG00000146701	MDH2	1347137.0	2650981.0
ENSG00000146729	NIPSNAP2		39699.0
ENSG00000146731	CCT6A	110106.0	309207.0
ENSG00000146733	PSPH	54925.0	7675.0
ENSG00000146963	LUC7L2	9419.0	43782.0
ENSG00000147010	SH3KBP1	1127.0	4692.0
ENSG00000147044	CASK	1041.0	2062.0
ENSG00000147065	MSN	1285356.0	1093032.0
ENSG00000147140	NONO	49586.0	243968.0
